,href,tag,attention_num,fans_num,weibo_num,user_info
33,https://weibo.com/u/6828483542,每天都需要百分百努力💪卫：xiaopishiwoya,"0
关注","96858
粉丝","43691
微博","昵称：
李才屁股瓣
所在地：
上海 黄浦区
性别：
女
生日：
2001年10月15日
简介：
每天都需要百分百努力💪卫：xiaopishiwoya
注册时间：
2018-11-08"
34,https://weibo.com/u/5639305668,问答答主,"67
关注","171
粉丝","169
微博","昵称：
甜茶oi
所在地：
湖北 武汉
性别：
男
生日：
1999年9月15日
简介：
一个爱搞抽奖的小飞侠
注册时间：
2015-06-24"
35,https://weibo.com/u/1658631917,知名娱乐博主,"1463
关注","326432
粉丝","4111
微博","昵称：
饭圈嘟嘟
所在地：
北京
性别：
男
注册时间：
2009-11-05"
36,,,,,,"汤晨44188
我的经验值： 加关注签到得经验值"
37,https://weibo.com/u/6475004534,知名娱乐博主,"272
关注","2455390
粉丝","2404
微博","昵称：
追星PD
所在地：
北京
性别：
女
生日：
1994年10月5日
简介：
国家一级追星资格证持有者
注册时间：
2018-01-31"
38,https://weibo.com/baiyiyisugar,热爱，可抵岁月漫长！,"410
关注","1198
粉丝","1743
微博","昵称：
白依依是鲸鱼呀
所在地：
广东 广州
性别：
女
生日：
巨蟹座
博客：
http://blog.sina.com.cn/yujungongqingcheng
个性域名：
https://weibo.com/baiyiyisugar
简介：
热爱，可抵岁月漫长！
注册时间：
2011-02-25
标签：
写作
绘画
历史
文学
巨蟹座
艺术
吃
小说
上网
宅"
39,https://weibo.com/u/6984262573,爆竹声响超话小主持人,"263
关注","23495
粉丝","776
微博","昵称：
肖战事件受害者创作bot
所在地：
北京
性别：
男
生日：
1991年10月5日
简介：
愿这个bot早日失去存在的意义。
注册时间：
2019-02-04
公司：
仲夏之月文化传媒有限公司
大学：
重庆工商大学"
40,https://weibo.com/u/7291736138,solo追星🌈涼子🌙&菜菜🌞治愈净土,"15
关注","47834
粉丝","1409
微博","昵称：
肖笔尖儿
所在地：
其他
性别：
女
生日：
2019年8月28日
简介：
solo追星🌈涼子🌙&菜菜🌞治愈净土
注册时间：
2019-08-25
标签：
插画师"
41,https://weibo.com/u/6381159202,娱乐博主,"468
关注","16006
粉丝","17629
微博","昵称：
春日樱花集
所在地：
重庆
性别：
女
生日：
天秤座
简介：
遍地都是月光 月亮只你一个
注册时间：
2017-10-04"
42,https://weibo.com/smgbestv,百视通网络电视技术发展有限责任公司官方微博,"169
关注","448038
粉丝","19648
微博","联系人：
微博关注爱逗-IDOL
电话：
4008600637
友情链接：
OPG东方明珠
爱逗IDOL"
43,https://weibo.com/u/5125136122,娱乐博主 微博剪辑视频博主,"547
关注","30997
粉丝","11344
微博","昵称：
北向故里
所在地：
北京 朝阳区
性别：
女
生日：
1995年9月14日
简介：
想发什么就发什么
注册时间：
2014-09-14
公司：
大学：
曲阜师范大学 (2014年)
经济管理系"
44,https://weibo.com/u/6747117535,我余光中全是你,"307
关注","2168
粉丝","4635
微博","昵称：
·桃涡·
所在地：
其他
性别：
男
生日：
2018年10月5日
简介：
我余光中全是你
注册时间：
2018-10-06
大学：
重庆工商大学"
45,https://weibo.com/ziyzizai,人无趣不可与交,"169
关注","405937
粉丝","16980
微博","昵称：
我桃桃渡河而来
所在地：
北京
性别：
女
个性域名：
https://weibo.com/ziyzizai
简介：
人无趣不可与交
注册时间：
2010-03-23"
46,https://weibo.com/zdjzyd2011,娱乐博主 微博原创视频博主,"566
关注","140513
粉丝","6270
微博","昵称：
Freedom·肖戰
真实姓名：
周恋
所在地：
上海
性别：
男
性取向：
同性恋
感情状况：
单身
生日：
1994年10月5日
个性域名：
https://weibo.com/zdjzyd2011
简介：
本来准备开站子的铁血唯粉。
注册时间：
2012-10-11
公司：
大学：
上海交通大学 (2010年)
美术系
标签：
小女人
80后宅女
夜猫子
健康
美食
美女
时尚
娱乐"
47,https://weibo.com/u/6530260851,想发什么就发什么,"148
关注","38833
粉丝","1948
微博","昵称：
不愿YEE
所在地：
浙江
性别：
女
生日：
天秤座
简介：
想发什么就发什么
注册时间：
2018-04-18"
48,https://weibo.com/u/6424341827,娱乐博主,"396
关注","8532
粉丝","10068
微博","昵称：
福灵剂飞来
所在地：
天津
性别：
女
生日：
1997年3月6日
简介：
Love lets us reach beyond ourselves.
注册时间：
2017-12-11
公司：
中国银行
大学：
南京大学"
49,https://weibo.com/u/5372288504,娱乐博主,"441
关注","64390
粉丝","12183
微博","昵称：
itsashou_
所在地：
重庆
性别：
女
生日：
天秤座
简介：
高贵上等人，休想教育我
注册时间：
2014-12-09
大学：
重庆工商大学 (2014年)"
50,https://weibo.com/u/7315976590,微博剪辑视频博主 娱乐博主 肖战超话粉丝大咖,"884
关注","22507
粉丝","7623
微博","昵称：
Sean家Sweet
所在地：
其他
性别：
女
生日：
天秤座
简介：
一只甜虾 喜欢肖战
注册时间：
2019-10-08"
51,https://weibo.com/u/6585364613,统一企业开小灶官方微博,"54
关注","569558
粉丝","512
微博",
52,https://weibo.com/woaizhenguoli,内蒙古蒙牛乳业（集团）股份有限公司,"78
关注","4961505
粉丝","7409
微博","联系人：
客服电话
电话：
400-6603333"
53,https://weibo.com/u/2883176142,快乐散粉 不常在线,"171
关注","28946
粉丝","4026
微博","昵称：
磕什么磕
所在地：
其他
性别：
女
生日：
2017年10月4日
简介：
快乐散粉 不常在线
注册时间：
2012-07-29
标签：
房产"
54,https://weibo.com/u/3028215832,娱乐综艺视频自媒体 知名娱乐博主,"240
关注","3027311
粉丝","14481
微博","昵称：
娱扒爷
所在地：
其他
性别：
男
简介：
爱国爱家爱粉丝。
注册时间：
2012-12-16
邮箱：
3152655162@qq.com
：
Alabama A (2003年)
标签：
电影爱好者"
55,https://weibo.com/amyjacqueline,一枝红杏户山香,"868
关注","791
粉丝","13207
微博","昵称：
厚道香推_Cyanus在东京花园剧场
所在地：
海外 日本
性别：
男
生日：
狮子座
个性域名：
https://weibo.com/amyjacqueline
简介：
一枝红杏户山香
注册时间：
2010-11-28
公司：
东日本旅客铁道
地区：海外 ，日本
职位：阿德利企鹅智商培养课"
56,https://weibo.com/u/6375271892,水中之影 只为肖战 🌈 L'Ombre Dans L'Eau,"3
关注","316765
粉丝","313
微博","昵称：
ODE1005丨肖战
所在地：
北京 东城区
性别：
男
生日：
1991年10月5日
简介：
水中之影 只为肖战 🌈 L'Ombre Dans L'Eau
注册时间：
2017-09-25"
57,https://weibo.com/xb910,LOFTER 资深插画师,"254
关注","85952
粉丝","7083
微博","昵称：
菇倒王子
所在地：
四川 成都
性别：
女
感情状况：
丧偶
生日：
处女座
博客：
http://gdwz910.lofter.com/
个性域名：
https://weibo.com/xb910
简介：
不混圈野生垫底画手，啥也不是，没有粉籍。
注册时间：
2010-08-24
标签：
肖战
追剧狂人
三次元
二次元
国剧
剑三
李易峰
声控
设定控"
58,https://weibo.com/u/1622290293?refer_flag=0000015010_&from=feed&loc=nickname,S.K.Y成员 队长李希侃,"208
关注","6129482
粉丝","362
微博","昵称：
SKY-李希侃
所在地：
浙江
性别：
男
简介：
S.K.Y@service.alibaba.com
注册时间：
2012-02-12"
59,https://weibo.com/u/5619926600,肖战超话粉丝大咖,"242
关注","29826
粉丝","10436
微博","昵称：
溺水小刀片
所在地：
海外
性别：
女
生日：
2000年3月27日
简介：
熄灯了 月亮永远为哥哥留着
注册时间：
2016-12-30
公司：
虾爬子有限不负责任公司 (2019 - 2020)
地区：北京
职位：设计部
大学：
重庆工商大学 (2015年)
经济管理学院"
60,https://weibo.com/u/6157726889,改名儿了，原id：剧荒了呜呜,"1133
关注","25392
粉丝","13525
微博","昵称：
唐三带我躺赢
所在地：
四川
性别：
男
简介：
改名儿了，原id：剧荒了呜呜
注册时间：
2017-03-04"
61,https://weibo.com/u/1892182450,我是普通人 我喜欢肖战,"278
关注","22464
粉丝","6468
微博","昵称：
美薯赞酱
所在地：
海外
性别：
女
生日：
1949年9月16日
博客：
http://blog.sina.com.cn/panjiamei87
简介：
我是普通人 我喜欢肖战
注册时间：
2010-12-11
公司：
美薯赞酱
地区：海外 ，其他
职位：大BOSS
标签：
健康
娱乐
美食
旅游"
62,https://weibo.com/u/3690663182,自在如风，无畏去爱。今天也想见你。私信已关闭。,"389
关注","34472
粉丝","38682
微博","昵称：
深茶Daisy
所在地：
浙江
性别：
女
生日：
天秤座
简介：
自在如风，无畏去爱。今天也想见你。私信已关闭。
注册时间：
2013-08-02"
63,https://weibo.com/u/3168541670,𝓟𝓮𝓪𝓬𝓱𝓶𝓸𝓾𝓼𝓼𝓮.,"316
关注","4637
粉丝","1011
微博","昵称：
桃绛慕斯
所在地：
重庆
性别：
女
生日：
1999年3月23日
简介：
𝓟𝓮𝓪𝓬𝓱𝓶𝓸𝓾𝓼𝓼𝓮.
注册时间：
2013-01-28
公司：
大学：
重庆工商大学"
64,https://weibo.com/u/3873782024,肖战粉丝团网宣官方微博,"100
关注","1026238
粉丝","4796
微博",
65,https://weibo.com/FUGUOGUANGYIN,美無禁忌,"885
关注","4078
粉丝","1792
微博","昵称：
·巡桃尾·
所在地：
其他
性别：
女
个性域名：
https://weibo.com/FUGUOGUANGYIN
简介：
美無禁忌
注册时间：
2014-07-23
公司：
脸红的思桃期
大学：
重庆工商大学"
66,https://weibo.com/u/5850773012,他还没有填写个人简介,"109
关注","147
粉丝","103
微博","昵称：
高0惨妇杜炀
所在地：
广东
性别：
男
注册时间：
2016-02-05"
67,https://weibo.com/u/2447034645?refer_flag=0000015010_&from=feed&loc=nickname,NINE PERCENT成员 乐华NEXT成员,"59
关注","22634322
粉丝","714
微博","昵称：
THEO-朱正廷
所在地：
其他
性别：
男
感情状况：
单身
生日：
1996年3月18日
简介：
工作事宜请联系：bdnext@yuehuamusic.com
注册时间：
2011-12-09
大学：
上海戏剧学院 (2014年)
舞蹈系
标签：
小说
摄影师
迷糊
美剧迷
双鱼
旅游美食爱好者
随性
爱幻想
时尚
旅游"
68,https://weibo.com/graziachina,知名时尚杂志,"977
关注","8529998
粉丝","25139
微博",
69,https://weibo.com/u/6001264914,希望傻逼天天死一个,"439
关注","515
粉丝","107
微博","昵称：
bbnobb_
所在地：
浙江 嘉兴
性别：
女
生日：
2001年12月8日
简介：
希望傻逼天天死一个
注册时间：
2016-08-15
大学：
四川美术学院"
70,https://weibo.com/LikeTCC,致力于寻找亚洲美丽面孔,"866
关注","1667689
粉丝","3629
微博",
71,https://weibo.com/u/5601456932,微博娱评团成员 微博2018十大影响力娱乐博主 知名娱乐博主,"131
关注","4220896
粉丝","35417
微博","昵称：
Rabbit每日爆料
所在地：
北京 东城区
性别：
男
生日：
天秤座
简介：
说一些你想知道的
注册时间：
2015-05-03
标签：
八卦杂谈"
72,https://weibo.com/u/1705911273,肖战超话粉丝大咖 娱乐博主 微博原创视频博主 新鲜事作者,"869
关注","13854
粉丝","3263
微博","昵称：
聆阙歌揽妃入怀·落雁惊鸿
所在地：
四川
性别：
女
生日：
1993年3月1日
简介：
既然生，便与夏花一样的绚烂； 既然爱，便要付出所有的情感。
注册时间：
2011-02-16
公司：
大学：
四川工商学院 (2011年)
财务管理
标签：
娱乐"
73,https://weibo.com/u/6612361277,肖战超话粉丝大咖 微博原创视频博主,"576
关注","569
粉丝","955
微博","昵称：
养一个樂哆
所在地：
浙江 杭州
性别：
女
生日：
2000年9月24日
简介：
热爱可抵岁月漫长💫
注册时间：
2018-07-26
大学：
中国计量大学 (2018年)
光学与电子科技学院"
74,https://weibo.com/oppo,OPPO企业官方微博,"370
关注","24304128
粉丝","13754
微博","电话：
95018
友情链接：
OPPO官网
OPPO贴吧
OPPO官方社区
OPPO 空间
OPPO天猫旗舰店
OPPO全国服务网点"
75,https://weibo.com/u/6560266387,置顶看精选/七点之前我不在,"648
关注","491
粉丝","3671
微博","昵称：
-小桉爱小源-
所在地：
其他
性别：
女
生日：
摩羯座
简介：
置顶看精选/七点之前我不在
注册时间：
2018-12-25"
76,https://weibo.com/u/5210862708,娱乐热头条官方微博,"334
关注","3002369
粉丝","8603
微博",
77,https://weibo.com/u/5679760242,微博原创视频博主 娱乐博主 肖战超话粉丝大咖,"597
关注","34942
粉丝","23798
微博","昵称：
偷凉_
所在地：
海外
性别：
女
生日：
1998年1月17日
简介：
肖是心尖月，战是持剑戈。肖是月上一点光，战是占据半边我。
注册时间：
2015-09-05"
78,https://weibo.com/u/1318994717,问答答主,"61
关注","67
粉丝","722
微博","昵称：
小仙女奈酱
所在地：
江苏
性别：
女
生日：
白羊座
简介：
爱弟弟
注册时间：
2012-01-30
标签：
旅游"
79,https://weibo.com/u/1649603817,专注抵制肖战,"14
关注","68
粉丝","1070
微博","昵称：
悬崖边的小草儿
所在地：
上海 黄浦区
性别：
女
生日：
射手座
简介：
专注抵制肖战
注册时间：
2009-12-10
标签：
美食
萌宠"
80,https://weibo.com/u/7337377770,被禁言了，新号：雾凇慕斯,"167
关注","28241
粉丝","4028
微博","昵称：
嘲虾bot
所在地：
新疆
性别：
男
生日：
1987年8月17日
简介：
被禁言了，新号：雾凇慕斯
注册时间：
2019-11-14
公司：
日本漫画设计工作室 (2020 - 2020)
地区：海外 ，日本
职位：CEO
：
日本福祉大学 (2019年)
工商管理
大学：
香港大學 (2015年)
工商管理"
81,https://weibo.com/u/6128207523,微博电视团成员 娱乐博主,"383
关注","5010627
粉丝","4248
微博","昵称：
青春影视君
所在地：
北京 东城区
性别：
男
生日：
2017年1月31日
简介：
娱乐博主
注册时间：
2017-01-30"
82,https://weibo.com/chefen1998,娱乐博主,"203
关注","47537
粉丝","11854
微博","昵称：
虾圈兔
所在地：
北京 东城区
性别：
女
感情状况：
单身
生日：
1998年7月29日
个性域名：
https://weibo.com/chefen1998
简介：
别回头 我在身后
注册时间：
2017-12-21
公司：
大学：
西安工商学院 (2016年)
商学院
标签：
古灵精怪"
83,https://weibo.com/u/6522420837,她还没有填写个人简介,"289
关注","28360
粉丝","528
微博","昵称：
裂像对焦
所在地：
重庆
性别：
女
注册时间：
2018-04-06"
84,https://weibo.com/u/5902696506?refer_flag=0000015010_&from=feed&loc=nickname,时代少年团组合成员 贺峻霖,"51
关注","3311604
粉丝","816
微博","昵称：
时代少年团-贺峻霖
所在地：
四川
性别：
男
生日：
2004年6月15日
简介：
时代少年团组合成员 贺峻霖
注册时间：
2016-04-21"
85,https://weibo.com/jncfdws,剧评人 肖战超话粉丝大咖 微博签约自媒体,"131
关注","840443
粉丝","4932
微博","昵称：
仲夏星河月
所在地：
海外 瑞士
性别：
男
生日：
天蝎座
个性域名：
https://weibo.com/jncfdws
简介：
肖战纯唯，只爱肖战。只在微博和抖音有产出，所有原创内容，转载请注明出处。
注册时间：
2013-08-17"
86,https://weibo.com/u/7459059014,XiaoZhan's Fan Club,"132
关注","81
粉丝","5009
微博","昵称：
NamNhow
所在地：
海外 泰国
性别：
女
生日：
1996年3月2日
简介：
XiaoZhan's Fan Club
注册时间：
2020-05-24
公司：
EDS Thailand (2010 - 2020)
地区：海外 ，泰国"
87,https://weibo.com/u/5246443142,娱乐博主,"580
关注","3671
粉丝","8205
微博","昵称：
沽酒青旗
所在地：
上海 南汇区
性别：
女
生日：
2001年7月22日
简介：
星星就一直都在天上吧，我在人间烟火里深爱着你就足够了
注册时间：
2014-08-10
大学：
重庆工商大学
标签：
宠物图集
美食
新闻趣事
搞笑幽默
名人明星"
88,https://weibo.com/u/1190094433,音乐博主 音乐视频自媒体,"380
关注","6510234
粉丝","8692
微博","昵称：
嗨呗
所在地：
北京 西城区
性别：
女
生日：
处女座
简介：
美是上帝的微笑，音乐是上帝的声音。
注册时间：
2013-08-09
标签：
麦霸
经典老歌
影视金曲
流行歌曲
歌迷
金曲
乐曲
歌曲
音楽
音乐"
89,https://weibo.com/hoganinchina,Hogan中国官方微博,"231
关注","177746
粉丝","4137
微博","友情链接：
HOGAN官方网站"
90,https://weibo.com/574422122,微博知名情感博主 知名娱乐博主 视频自媒体,"396
关注","5511475
粉丝","9795
微博","昵称：
圈内鱼报
所在地：
北京
性别：
女
个性域名：
https://weibo.com/574422122
简介：
合作qq ：16038986
注册时间：
2014-04-05
标签：
情感
搞笑"
91,https://weibo.com/thugsforlife,微博原创视频博主,"141
关注","164537
粉丝","13738
微博","昵称：
nuIlity
所在地：
其他
性别：
男
生日：
狮子座
个性域名：
https://weibo.com/thugsforlife
简介：
我的月亮☽
注册时间：
2018-04-24
大学：
重庆工商大学 (2019年)"
92,https://weibo.com/sickipedia,微博2018十大影响力幽默大V 微博知名博主 微博签约自媒体,"778
关注","10546614
粉丝","32681
微博","昵称：
英式没品笑话百科
所在地：
海外 英国
性别：
男
生日：
4月29日
博客：
http://meipintu.com
个性域名：
https://weibo.com/sickipedia
简介：
分享各种奇怪笑点和奇妙脑洞。微信公众号：meipinbaike
注册时间：
2011-05-07
标签：
笑话
互联网
sickipedia
geek
歧视
重口味
冷笑话
没品"
93,https://weibo.com/u/5599143230,娱乐博主 饭制视频自媒体,"886
关注","31276
粉丝","7900
微博","昵称：
芒果大将军
所在地：
重庆
性别：
男
感情状况：
单身
生日：
射手座
简介：
肖战wf 不是yxh
注册时间：
2015-06-24
公司：
大学：
重庆工商大学 (2009年)
理科"
94,https://weibo.com/u/5646494627,是非在己 毁誉由人,"237
关注","182098
粉丝","3141
微博","昵称：
奶盖泡澡身体好
所在地：
海外 日本
性别：
女
生日：
1998年2月28日
简介：
是非在己 毁誉由人
注册时间：
2015-07-05
公司：
古董玩具店 (2019 - 2019)
地区：江苏 ，南京
职位：货架摆放员
大学：
南京大学 (2019年)
昭和桔子"
95,https://weibo.com/junezoo418?refer_flag=0000015010_&from=feed&loc=nickname,歌手 音乐制作人,"442
关注","2058666
粉丝","2440
微博","昵称：
朱婧汐JING
所在地：
其他
性别：
女
个性域名：
https://weibo.com/junezoo418
简介：
头像即本人！ 工作请联系： business@akinimusic.com / moira.chik@akinimusic.com
注册时间：
2010-04-12"
96,https://weibo.com/u/7266317551,娱乐博主,"242
关注","114879
粉丝","1344
微博","昵称：
来一缸糖
所在地：
四川
性别：
女
生日：
射手座
简介：
他们是真的，我是假的
注册时间：
2019-07-29"
